Periods,aantal,year,week,special,deaths
2009 week 28,2378.0,2009,28,,2378.0
2009 week 29,2437.0,2009,29,,2437.0
2009 week 30,2302.0,2009,30,,2302.0
2009 week 31,2356.0,2009,31,,2356.0
2009 week 32,2348.0,2009,32,,2348.0
2009 week 33,2247.0,2009,33,,2247.0
2009 week 34,2346.0,2009,34,,2346.0
2009 week 35,2303.0,2009,35,,2303.0
2009 week 36,2300.0,2009,36,,2300.0
2009 week 37,2426.0,2009,37,,2426.0
2009 week 38,2390.0,2009,38,,2390.0
2009 week 39,2404.0,2009,39,,2404.0
2009 week 40,2393.0,2009,40,,2393.0
2009 week 41,2541.0,2009,41,,2541.0
2009 week 42,2478.0,2009,42,,2478.0
2009 week 43,2602.0,2009,43,,2602.0
2009 week 44,2565.0,2009,44,,2565.0
2009 week 45,2532.0,2009,45,,2532.0
2009 week 46,2568.0,2009,46,,2568.0
2009 week 47,2497.0,2009,47,,2497.0
2009 week 48,2436.0,2009,48,,2436.0
2009 week 49,2509.0,2009,49,,2509.0
2009 week 50,2489.0,2009,50,,2489.0
2009 week 51,2768.0,2009,51,,2768.0
2009 week 52,2811.0,2009,52,,2811.0
2009 week 53 (4 days),1571.0,2009,53, (4 days),2750.0
2010 week 1,2767.0,2010,1,,2767.0
2010 week 2,2830.0,2010,2,,2830.0
2010 week 3,2846.0,2010,3,,2846.0
2010 week 4,2865.0,2010,4,,2865.0
2010 week 5,2858.0,2010,5,,2858.0
2010 week 6,2831.0,2010,6,,2831.0
2010 week 7,2900.0,2010,7,,2900.0
2010 week 8,2929.0,2010,8,,2929.0
2010 week 9,2757.0,2010,9,,2757.0
2010 week 10,2760.0,2010,10,,2760.0
2010 week 11,2686.0,2010,11,,2686.0
2010 week 12,2687.0,2010,12,,2687.0
2010 week 13,2586.0,2010,13,,2586.0
2010 week 14,2472.0,2010,14,,2472.0
2010 week 15,2583.0,2010,15,,2583.0
2010 week 16,2581.0,2010,16,,2581.0
2010 week 17,2570.0,2010,17,,2570.0
2010 week 18,2536.0,2010,18,,2536.0
2010 week 19,2687.0,2010,19,,2687.0
2010 week 20,2525.0,2010,20,,2525.0
2010 week 21,2485.0,2010,21,,2485.0
2010 week 22,2567.0,2010,22,,2567.0
2010 week 23,2502.0,2010,23,,2502.0
2010 week 24,2372.0,2010,24,,2372.0
2010 week 25,2535.0,2010,25,,2535.0
2010 week 26,2580.0,2010,26,,2580.0
2010 week 27,2653.0,2010,27,,2653.0
2010 week 28,2499.0,2010,28,,2499.0
2010 week 29,2443.0,2010,29,,2443.0
2010 week 30,2314.0,2010,30,,2314.0
2010 week 31,2289.0,2010,31,,2289.0
2010 week 32,2381.0,2010,32,,2381.0
2010 week 33,2464.0,2010,33,,2464.0
2010 week 34,2277.0,2010,34,,2277.0
2010 week 35,2416.0,2010,35,,2416.0
2010 week 36,2433.0,2010,36,,2433.0
2010 week 37,2523.0,2010,37,,2523.0
2010 week 38,2594.0,2010,38,,2594.0
2010 week 39,2498.0,2010,39,,2498.0
2010 week 40,2598.0,2010,40,,2598.0
2010 week 41,2543.0,2010,41,,2543.0
2010 week 42,2555.0,2010,42,,2555.0
2010 week 43,2609.0,2010,43,,2609.0
2010 week 44,2559.0,2010,44,,2559.0
2010 week 45,2542.0,2010,45,,2542.0
2010 week 46,2519.0,2010,46,,2519.0
2010 week 47,2542.0,2010,47,,2542.0
2010 week 48,2736.0,2010,48,,2736.0
2010 week 49,2832.0,2010,49,,2832.0
2010 week 50,2873.0,2010,50,,2873.0
2010 week 51,2830.0,2010,51,,2830.0
2010 week 52 (5 days),2060.0,2010,52, (5 days),2884.0
2011 week 1,2917.0,2011,1,,2917.0
2011 week 2,2819.0,2011,2,,2819.0
2011 week 3,2624.0,2011,3,,2624.0
2011 week 4,2620.0,2011,4,,2620.0
2011 week 5,2728.0,2011,5,,2728.0
2011 week 6,2675.0,2011,6,,2675.0
2011 week 7,2621.0,2011,7,,2621.0
2011 week 8,2651.0,2011,8,,2651.0
2011 week 9,2686.0,2011,9,,2686.0
2011 week 10,2714.0,2011,10,,2714.0
2011 week 11,2727.0,2011,11,,2727.0
2011 week 12,2686.0,2011,12,,2686.0
2011 week 13,2739.0,2011,13,,2739.0
2011 week 14,2592.0,2011,14,,2592.0
2011 week 15,2652.0,2011,15,,2652.0
2011 week 16,2694.0,2011,16,,2694.0
2011 week 17,2591.0,2011,17,,2591.0
2011 week 18,2543.0,2011,18,,2543.0
2011 week 19,2606.0,2011,19,,2606.0
2011 week 20,2551.0,2011,20,,2551.0
2011 week 21,2542.0,2011,21,,2542.0
2011 week 22,2477.0,2011,22,,2477.0
2011 week 23,2479.0,2011,23,,2479.0
2011 week 24,2489.0,2011,24,,2489.0
2011 week 25,2413.0,2011,25,,2413.0
2011 week 26,2535.0,2011,26,,2535.0
2011 week 27,2625.0,2011,27,,2625.0
2011 week 28,2513.0,2011,28,,2513.0
2011 week 29,2361.0,2011,29,,2361.0
2011 week 30,2431.0,2011,30,,2431.0
2011 week 31,2486.0,2011,31,,2486.0
2011 week 32,2356.0,2011,32,,2356.0
2011 week 33,2415.0,2011,33,,2415.0
2011 week 34,2381.0,2011,34,,2381.0
2011 week 35,2458.0,2011,35,,2458.0
2011 week 36,2520.0,2011,36,,2520.0
2011 week 37,2380.0,2011,37,,2380.0
2011 week 38,2447.0,2011,38,,2447.0
2011 week 39,2593.0,2011,39,,2593.0
2011 week 40,2474.0,2011,40,,2474.0
2011 week 41,2537.0,2011,41,,2537.0
2011 week 42,2551.0,2011,42,,2551.0
2011 week 43,2658.0,2011,43,,2658.0
2011 week 44,2653.0,2011,44,,2653.0
2011 week 45,2567.0,2011,45,,2567.0
2011 week 46,2691.0,2011,46,,2691.0
2011 week 47,2740.0,2011,47,,2740.0
2011 week 48,2782.0,2011,48,,2782.0
2011 week 49,2786.0,2011,49,,2786.0
2011 week 50,2915.0,2011,50,,2915.0
2011 week 51,2813.0,2011,51,,2813.0
2011 week 52 (6 days),2413.0,2011,52, (6 days),2824.0
2012 week 1,2930.0,2012,1,,2930.0
2012 week 2,2773.0,2012,2,,2773.0
2012 week 3,2785.0,2012,3,,2785.0
2012 week 4,2789.0,2012,4,,2789.0
2012 week 5,2815.0,2012,5,,2815.0
2012 week 6,3034.0,2012,6,,3034.0
2012 week 7,3089.0,2012,7,,3089.0
2012 week 8,3035.0,2012,8,,3035.0
2012 week 9,3061.0,2012,9,,3061.0
2012 week 10,2951.0,2012,10,,2951.0
2012 week 11,2891.0,2012,11,,2891.0
2012 week 12,2817.0,2012,12,,2817.0
2012 week 13,2793.0,2012,13,,2793.0
2012 week 14,2805.0,2012,14,,2805.0
2012 week 15,2757.0,2012,15,,2757.0
2012 week 16,2786.0,2012,16,,2786.0
2012 week 17,2773.0,2012,17,,2773.0
2012 week 18,2609.0,2012,18,,2609.0
2012 week 19,2653.0,2012,19,,2653.0
2012 week 20,2537.0,2012,20,,2537.0
2012 week 21,2727.0,2012,21,,2727.0
2012 week 22,2558.0,2012,22,,2558.0
2012 week 23,2585.0,2012,23,,2585.0
2012 week 24,2558.0,2012,24,,2558.0
2012 week 25,2574.0,2012,25,,2574.0
2012 week 26,2561.0,2012,26,,2561.0
2012 week 27,2639.0,2012,27,,2639.0
2012 week 28,2450.0,2012,28,,2450.0
2012 week 29,2422.0,2012,29,,2422.0
2012 week 30,2559.0,2012,30,,2559.0
2012 week 31,2372.0,2012,31,,2372.0
2012 week 32,2359.0,2012,32,,2359.0
2012 week 33,2548.0,2012,33,,2548.0
2012 week 34,2534.0,2012,34,,2534.0
2012 week 35,2370.0,2012,35,,2370.0
2012 week 36,2540.0,2012,36,,2540.0
2012 week 37,2474.0,2012,37,,2474.0
2012 week 38,2390.0,2012,38,,2390.0
2012 week 39,2640.0,2012,39,,2640.0
2012 week 40,2523.0,2012,40,,2523.0
2012 week 41,2681.0,2012,41,,2681.0
2012 week 42,2666.0,2012,42,,2666.0
2012 week 43,2522.0,2012,43,,2522.0
2012 week 44,2646.0,2012,44,,2646.0
2012 week 45,2691.0,2012,45,,2691.0
2012 week 46,2729.0,2012,46,,2729.0
2012 week 47,2727.0,2012,47,,2727.0
2012 week 48,2731.0,2012,48,,2731.0
2012 week 49,2772.0,2012,49,,2772.0
2012 week 50,2911.0,2012,50,,2911.0
2012 week 51,2860.0,2012,51,,2860.0
2012 week 52,3003.0,2012,52,,3003.0
2013 week 1,2550.0,2013,1,,2947.0
2013 week 2,3038.0,2013,2,,3038.0
2013 week 3,3011.0,2013,3,,3011.0
2013 week 4,3082.0,2013,4,,3082.0
2013 week 5,3192.0,2013,5,,3192.0
2013 week 6,3143.0,2013,6,,3143.0
2013 week 7,3033.0,2013,7,,3033.0
2013 week 8,3211.0,2013,8,,3211.0
2013 week 9,3170.0,2013,9,,3170.0
2013 week 10,3293.0,2013,10,,3293.0
2013 week 11,3039.0,2013,11,,3039.0
2013 week 12,3038.0,2013,12,,3038.0
2013 week 13,3067.0,2013,13,,3067.0
2013 week 14,2974.0,2013,14,,2974.0
2013 week 15,3059.0,2013,15,,3059.0
2013 week 16,2859.0,2013,16,,2859.0
2013 week 17,2727.0,2013,17,,2727.0
2013 week 18,2560.0,2013,18,,2560.0
2013 week 19,2652.0,2013,19,,2652.0
2013 week 20,2571.0,2013,20,,2571.0
2013 week 21,2499.0,2013,21,,2499.0
2013 week 22,2601.0,2013,22,,2601.0
2013 week 23,2577.0,2013,23,,2577.0
2013 week 24,2498.0,2013,24,,2498.0
2013 week 25,2539.0,2013,25,,2539.0
2013 week 26,2493.0,2013,26,,2493.0
2013 week 27,2533.0,2013,27,,2533.0
2013 week 28,2461.0,2013,28,,2461.0
2013 week 29,2488.0,2013,29,,2488.0
2013 week 30,2724.0,2013,30,,2724.0
2013 week 31,2486.0,2013,31,,2486.0
2013 week 32,2389.0,2013,32,,2389.0
2013 week 33,2442.0,2013,33,,2442.0
2013 week 34,2402.0,2013,34,,2402.0
2013 week 35,2436.0,2013,35,,2436.0
2013 week 36,2477.0,2013,36,,2477.0
2013 week 37,2311.0,2013,37,,2311.0
2013 week 38,2498.0,2013,38,,2498.0
2013 week 39,2369.0,2013,39,,2369.0
2013 week 40,2576.0,2013,40,,2576.0
2013 week 41,2604.0,2013,41,,2604.0
2013 week 42,2543.0,2013,42,,2543.0
2013 week 43,2679.0,2013,43,,2679.0
2013 week 44,2469.0,2013,44,,2469.0
2013 week 45,2503.0,2013,45,,2503.0
2013 week 46,2571.0,2013,46,,2571.0
2013 week 47,2565.0,2013,47,,2565.0
2013 week 48,2743.0,2013,48,,2743.0
2013 week 49,2598.0,2013,49,,2598.0
2013 week 50,2590.0,2013,50,,2590.0
2013 week 51,2787.0,2013,51,,2787.0
2013 week 52,2753.0,2013,52,,2753.0
2014 week 1 (5 days),1994.0,2014,1, (5 days),2766.0
2014 week 2,2819.0,2014,2,,2819.0
2014 week 3,2740.0,2014,3,,2740.0
2014 week 4,2710.0,2014,4,,2710.0
2014 week 5,2708.0,2014,5,,2708.0
2014 week 6,2855.0,2014,6,,2855.0
2014 week 7,2796.0,2014,7,,2796.0
2014 week 8,2753.0,2014,8,,2753.0
2014 week 9,2713.0,2014,9,,2713.0
2014 week 10,2763.0,2014,10,,2763.0
2014 week 11,2770.0,2014,11,,2770.0
2014 week 12,2662.0,2014,12,,2662.0
2014 week 13,2690.0,2014,13,,2690.0
2014 week 14,2707.0,2014,14,,2707.0
2014 week 15,2592.0,2014,15,,2592.0
2014 week 16,2609.0,2014,16,,2609.0
2014 week 17,2610.0,2014,17,,2610.0
2014 week 18,2528.0,2014,18,,2528.0
2014 week 19,2618.0,2014,19,,2618.0
2014 week 20,2620.0,2014,20,,2620.0
2014 week 21,2559.0,2014,21,,2559.0
2014 week 22,2511.0,2014,22,,2511.0
2014 week 23,2499.0,2014,23,,2499.0
2014 week 24,2428.0,2014,24,,2428.0
2014 week 25,2442.0,2014,25,,2442.0
2014 week 26,2483.0,2014,26,,2483.0
2014 week 27,2653.0,2014,27,,2653.0
2014 week 28,2569.0,2014,28,,2569.0
2014 week 29,2809.0,2014,29,,2809.0
2014 week 30,2659.0,2014,30,,2659.0
2014 week 31,2501.0,2014,31,,2501.0
2014 week 32,2540.0,2014,32,,2540.0
2014 week 33,2423.0,2014,33,,2423.0
2014 week 34,2478.0,2014,34,,2478.0
2014 week 35,2678.0,2014,35,,2678.0
2014 week 36,2630.0,2014,36,,2630.0
2014 week 37,2529.0,2014,37,,2529.0
2014 week 38,2594.0,2014,38,,2594.0
2014 week 39,2483.0,2014,39,,2483.0
2014 week 40,2639.0,2014,40,,2639.0
2014 week 41,2615.0,2014,41,,2615.0
2014 week 42,2646.0,2014,42,,2646.0
2014 week 43,2562.0,2014,43,,2562.0
2014 week 44,2647.0,2014,44,,2647.0
2014 week 45,2650.0,2014,45,,2650.0
2014 week 46,2779.0,2014,46,,2779.0
2014 week 47,2777.0,2014,47,,2777.0
2014 week 48,2782.0,2014,48,,2782.0
2014 week 49,2868.0,2014,49,,2868.0
2014 week 50,3097.0,2014,50,,3097.0
2014 week 51,3129.0,2014,51,,3129.0
2014 week 52,2962.0,2014,52,,2962.0
2015 week 1 (4 days),1910.0,2015,1, (4 days),3255.0
2015 week 2,3429.0,2015,2,,3429.0
2015 week 3,3377.0,2015,3,,3377.0
2015 week 4,3353.0,2015,4,,3353.0
2015 week 5,3322.0,2015,5,,3322.0
2015 week 6,3272.0,2015,6,,3272.0
2015 week 7,3311.0,2015,7,,3311.0
2015 week 8,3381.0,2015,8,,3381.0
2015 week 9,3207.0,2015,9,,3207.0
2015 week 10,3222.0,2015,10,,3222.0
2015 week 11,3086.0,2015,11,,3086.0
2015 week 12,3052.0,2015,12,,3052.0
2015 week 13,3084.0,2015,13,,3084.0
2015 week 14,2839.0,2015,14,,2839.0
2015 week 15,2888.0,2015,15,,2888.0
2015 week 16,2893.0,2015,16,,2893.0
2015 week 17,2829.0,2015,17,,2829.0
2015 week 18,2674.0,2015,18,,2674.0
2015 week 19,2741.0,2015,19,,2741.0
2015 week 20,2721.0,2015,20,,2721.0
2015 week 21,2566.0,2015,21,,2566.0
2015 week 22,2660.0,2015,22,,2660.0
2015 week 23,2595.0,2015,23,,2595.0
2015 week 24,2680.0,2015,24,,2680.0
2015 week 25,2559.0,2015,25,,2559.0
2015 week 26,2547.0,2015,26,,2547.0
2015 week 27,2848.0,2015,27,,2848.0
2015 week 28,2587.0,2015,28,,2587.0
2015 week 29,2567.0,2015,29,,2567.0
2015 week 30,2548.0,2015,30,,2548.0
2015 week 31,2490.0,2015,31,,2490.0
2015 week 32,2544.0,2015,32,,2544.0
2015 week 33,2529.0,2015,33,,2529.0
2015 week 34,2519.0,2015,34,,2519.0
2015 week 35,2527.0,2015,35,,2527.0
2015 week 36,2510.0,2015,36,,2510.0
2015 week 37,2599.0,2015,37,,2599.0
2015 week 38,2633.0,2015,38,,2633.0
2015 week 39,2683.0,2015,39,,2683.0
2015 week 40,2742.0,2015,40,,2742.0
2015 week 41,2690.0,2015,41,,2690.0
2015 week 42,2712.0,2015,42,,2712.0
2015 week 43,2832.0,2015,43,,2832.0
2015 week 44,2824.0,2015,44,,2824.0
2015 week 45,2692.0,2015,45,,2692.0
2015 week 46,2599.0,2015,46,,2599.0
2015 week 47,2806.0,2015,47,,2806.0
2015 week 48,2721.0,2015,48,,2721.0
2015 week 49,2759.0,2015,49,,2759.0
2015 week 50,2844.0,2015,50,,2844.0
2015 week 51,2881.0,2015,51,,2881.0
2015 week 52,2592.0,2015,52,,2592.0
2015 week 53 (4 days),1658.0,2015,53, (4 days),2920.0
2016 week 1,3173.0,2016,1,,3173.0
2016 week 2,3075.0,2016,2,,3075.0
2016 week 3,3062.0,2016,3,,3062.0
2016 week 4,3201.0,2016,4,,3201.0
2016 week 5,3103.0,2016,5,,3103.0
2016 week 6,3036.0,2016,6,,3036.0
2016 week 7,3027.0,2016,7,,3027.0
2016 week 8,3319.0,2016,8,,3319.0
2016 week 9,3185.0,2016,9,,3185.0
2016 week 10,3151.0,2016,10,,3151.0
2016 week 11,3062.0,2016,11,,3062.0
2016 week 12,3028.0,2016,12,,3028.0
2016 week 13,3037.0,2016,13,,3037.0
2016 week 14,3010.0,2016,14,,3010.0
2016 week 15,2767.0,2016,15,,2767.0
2016 week 16,2751.0,2016,16,,2751.0
2016 week 17,2742.0,2016,17,,2742.0
2016 week 18,2754.0,2016,18,,2754.0
2016 week 19,2952.0,2016,19,,2952.0
2016 week 20,2671.0,2016,20,,2671.0
2016 week 21,2713.0,2016,21,,2713.0
2016 week 22,2682.0,2016,22,,2682.0
2016 week 23,2587.0,2016,23,,2587.0
2016 week 24,2620.0,2016,24,,2620.0
2016 week 25,2597.0,2016,25,,2597.0
2016 week 26,2609.0,2016,26,,2609.0
2016 week 27,2693.0,2016,27,,2693.0
2016 week 28,2627.0,2016,28,,2627.0
2016 week 29,2753.0,2016,29,,2753.0
2016 week 30,2542.0,2016,30,,2542.0
2016 week 31,2500.0,2016,31,,2500.0
2016 week 32,2558.0,2016,32,,2558.0
2016 week 33,2568.0,2016,33,,2568.0
2016 week 34,2701.0,2016,34,,2701.0
2016 week 35,2591.0,2016,35,,2591.0
2016 week 36,2584.0,2016,36,,2584.0
2016 week 37,2725.0,2016,37,,2725.0
2016 week 38,2500.0,2016,38,,2500.0
2016 week 39,2665.0,2016,39,,2665.0
2016 week 40,2683.0,2016,40,,2683.0
2016 week 41,2934.0,2016,41,,2934.0
2016 week 42,2744.0,2016,42,,2744.0
2016 week 43,2948.0,2016,43,,2948.0
2016 week 44,2731.0,2016,44,,2731.0
2016 week 45,2912.0,2016,45,,2912.0
2016 week 46,2902.0,2016,46,,2902.0
2016 week 47,2908.0,2016,47,,2908.0
2016 week 48,2949.0,2016,48,,2949.0
2016 week 49,3042.0,2016,49,,3042.0
2016 week 50,3129.0,2016,50,,3129.0
2016 week 51,3072.0,2016,51,,3072.0
2016 week 52 (6 days),2860.0,2016,52, (6 days),3329.0
2017 week 1,3568.0,2017,1,,3568.0
2017 week 2,3637.0,2017,2,,3637.0
2017 week 3,3487.0,2017,3,,3487.0
2017 week 4,3626.0,2017,4,,3626.0
2017 week 5,3574.0,2017,5,,3574.0
2017 week 6,3446.0,2017,6,,3446.0
2017 week 7,3417.0,2017,7,,3417.0
2017 week 8,3328.0,2017,8,,3328.0
2017 week 9,3152.0,2017,9,,3152.0
2017 week 10,3054.0,2017,10,,3054.0
2017 week 11,2843.0,2017,11,,2843.0
2017 week 12,2778.0,2017,12,,2778.0
2017 week 13,2850.0,2017,13,,2850.0
2017 week 14,2764.0,2017,14,,2764.0
2017 week 15,2810.0,2017,15,,2810.0
2017 week 16,2713.0,2017,16,,2713.0
2017 week 17,2778.0,2017,17,,2778.0
2017 week 18,2769.0,2017,18,,2769.0
2017 week 19,2802.0,2017,19,,2802.0
2017 week 20,2801.0,2017,20,,2801.0
2017 week 21,2772.0,2017,21,,2772.0
2017 week 22,2701.0,2017,22,,2701.0
2017 week 23,2624.0,2017,23,,2624.0
2017 week 24,2643.0,2017,24,,2643.0
2017 week 25,2627.0,2017,25,,2627.0
2017 week 26,2691.0,2017,26,,2691.0
2017 week 27,2697.0,2017,27,,2697.0
2017 week 28,2520.0,2017,28,,2520.0
2017 week 29,2674.0,2017,29,,2674.0
2017 week 30,2571.0,2017,30,,2571.0
2017 week 31,2510.0,2017,31,,2510.0
2017 week 32,2657.0,2017,32,,2657.0
2017 week 33,2540.0,2017,33,,2540.0
2017 week 34,2545.0,2017,34,,2545.0
2017 week 35,2576.0,2017,35,,2576.0
2017 week 36,2570.0,2017,36,,2570.0
2017 week 37,2707.0,2017,37,,2707.0
2017 week 38,2715.0,2017,38,,2715.0
2017 week 39,2669.0,2017,39,,2669.0
2017 week 40,2641.0,2017,40,,2641.0
2017 week 41,2763.0,2017,41,,2763.0
2017 week 42,2706.0,2017,42,,2706.0
2017 week 43,2676.0,2017,43,,2676.0
2017 week 44,2726.0,2017,44,,2726.0
2017 week 45,2797.0,2017,45,,2797.0
2017 week 46,2916.0,2017,46,,2916.0
2017 week 47,2917.0,2017,47,,2917.0
2017 week 48,2886.0,2017,48,,2886.0
2017 week 49,3027.0,2017,49,,3027.0
2017 week 50,3218.0,2017,50,,3218.0
2017 week 51,3079.0,2017,51,,3079.0
2017 week 52,3187.0,2017,52,,3187.0
2018 week 1,3343.0,2018,1,,3343.0
2018 week 2,3359.0,2018,2,,3359.0
2018 week 3,3364.0,2018,3,,3364.0
2018 week 4,3322.0,2018,4,,3322.0
2018 week 5,3403.0,2018,5,,3403.0
2018 week 6,3513.0,2018,6,,3513.0
2018 week 7,3660.0,2018,7,,3660.0
2018 week 8,3691.0,2018,8,,3691.0
2018 week 9,3937.0,2018,9,,3937.0
2018 week 10,4092.0,2018,10,,4092.0
2018 week 11,3733.0,2018,11,,3733.0
2018 week 12,3430.0,2018,12,,3430.0
2018 week 13,3225.0,2018,13,,3225.0
2018 week 14,3040.0,2018,14,,3040.0
2018 week 15,2860.0,2018,15,,2860.0
2018 week 16,2760.0,2018,16,,2760.0
2018 week 17,2663.0,2018,17,,2663.0
2018 week 18,2645.0,2018,18,,2645.0
2018 week 19,2641.0,2018,19,,2641.0
2018 week 20,2606.0,2018,20,,2606.0
2018 week 21,2674.0,2018,21,,2674.0
2018 week 22,2776.0,2018,22,,2776.0
2018 week 23,2679.0,2018,23,,2679.0
2018 week 24,2557.0,2018,24,,2557.0
2018 week 25,2601.0,2018,25,,2601.0
2018 week 26,2619.0,2018,26,,2619.0
2018 week 27,2726.0,2018,27,,2726.0
2018 week 28,2671.0,2018,28,,2671.0
2018 week 29,2704.0,2018,29,,2704.0
2018 week 30,2767.0,2018,30,,2767.0
2018 week 31,2760.0,2018,31,,2760.0
2018 week 32,2745.0,2018,32,,2745.0
2018 week 33,2605.0,2018,33,,2605.0
2018 week 34,2612.0,2018,34,,2612.0
2018 week 35,2527.0,2018,35,,2527.0
2018 week 36,2613.0,2018,36,,2613.0
2018 week 37,2539.0,2018,37,,2539.0
2018 week 38,2706.0,2018,38,,2706.0
2018 week 39,2696.0,2018,39,,2696.0
2018 week 40,2806.0,2018,40,,2806.0
2018 week 41,2760.0,2018,41,,2760.0
2018 week 42,2739.0,2018,42,,2739.0
2018 week 43,2671.0,2018,43,,2671.0
2018 week 44,2815.0,2018,44,,2815.0
2018 week 45,2798.0,2018,45,,2798.0
2018 week 46,2761.0,2018,46,,2761.0
2018 week 47,2859.0,2018,47,,2859.0
2018 week 48,2907.0,2018,48,,2907.0
2018 week 49,2968.0,2018,49,,2968.0
2018 week 50,3017.0,2018,50,,3017.0
2018 week 51,3041.0,2018,51,,3041.0
2018 week 52,2901.0,2018,52,,2901.0
2019 week 1 (6 days)*,2606.0,2019,1, (6 days)*,3062.0
2019 week 2*,3262.0,2019,2,,3262.0
2019 week 3*,3150.0,2019,3,,3150.0
2019 week 4*,3178.0,2019,4,,3178.0
2019 week 5*,3143.0,2019,5,,3143.0
2019 week 6*,3185.0,2019,6,,3185.0
2019 week 7*,3252.0,2019,7,,3252.0
2019 week 8*,3222.0,2019,8,,3222.0
2019 week 9*,3066.0,2019,9,,3066.0
2019 week 10*,3171.0,2019,10,,3171.0
2019 week 11*,3227.0,2019,11,,3227.0
2019 week 12*,3042.0,2019,12,,3042.0
2019 week 13*,3013.0,2019,13,,3013.0
2019 week 14*,2900.0,2019,14,,2900.0
2019 week 15*,2900.0,2019,15,,2900.0
2019 week 16*,3040.0,2019,16,,3040.0
2019 week 17*,2957.0,2019,17,,2957.0
2019 week 18*,2806.0,2019,18,,2806.0
2019 week 19*,2771.0,2019,19,,2771.0
2019 week 20*,2821.0,2019,20,,2821.0
2019 week 21*,2873.0,2019,21,,2873.0
2019 week 22*,2732.0,2019,22,,2732.0
2019 week 23*,2736.0,2019,23,,2736.0
2019 week 24*,2650.0,2019,24,,2650.0
2019 week 25*,2694.0,2019,25,,2694.0
2019 week 26*,2835.0,2019,26,,2835.0
2019 week 27*,2725.0,2019,27,,2725.0
2019 week 28*,2760.0,2019,28,,2760.0
2019 week 29*,2584.0,2019,29,,2584.0
2019 week 30*,3007.0,2019,30,,3007.0
2019 week 31*,2731.0,2019,31,,2731.0
2019 week 32*,2628.0,2019,32,,2628.0
2019 week 33*,2612.0,2019,33,,2612.0
2019 week 34*,2615.0,2019,34,,2615.0
2019 week 35*,2782.0,2019,35,,2782.0
2019 week 36*,2555.0,2019,36,,2555.0
2019 week 37*,2640.0,2019,37,,2640.0
2019 week 38*,2580.0,2019,38,,2580.0
2019 week 39*,2753.0,2019,39,,2753.0
2019 week 40*,2713.0,2019,40,,2713.0
2019 week 41*,2911.0,2019,41,,2911.0
2019 week 42*,2877.0,2019,42,,2877.0
2019 week 43*,2867.0,2019,43,,2867.0
2019 week 44*,2852.0,2019,44,,2852.0
2019 week 45*,3011.0,2019,45,,3011.0
2019 week 46*,3057.0,2019,46,,3057.0
2019 week 47*,3019.0,2019,47,,3019.0
2019 week 48*,3037.0,2019,48,,3037.0
2019 week 49*,3013.0,2019,49,,3013.0
2019 week 50*,3148.0,2019,50,,3148.0
2019 week 51*,3235.0,2019,51,,3235.0
2019 week 52*,2997.0,2019,52,,2997.0
2020 week 1 (5 days)*,2242.0,2020,1, (5 days)*,3094.0
2020 week 2*,3364.0,2020,2,,3364.0
2020 week 3*,3151.0,2020,3,,3151.0
2020 week 4*,3040.0,2020,4,,3040.0
2020 week 5*,3157.0,2020,5,,3157.0
2020 week 6*,3188.0,2020,6,,3188.0
2020 week 7*,3195.0,2020,7,,3195.0
2020 week 8*,2953.0,2020,8,,2953.0
2020 week 9*,3087.0,2020,9,,3087.0
2020 week 10*,3088.0,2020,10,,3088.0
2020 week 11*,3209.0,2020,11,,3209.0
2020 week 12*,3586.0,2020,12,,3586.0
2020 week 13*,4425.0,2020,13,,4425.0
2020 week 14*,5098.0,2020,14,,5098.0
